datekey,Date,Day,DayNb,daynumberofyear,weeknumberofyear,MonthName,MonthNb,Quarter
20200723,2020-07-23,Thursday,23,205,30,Jul,7,3
20200724,2020-07-24,Friday,24,206,30,Jul,7,3
20200725,2020-07-25,Saturday,25,207,30,Jul,7,3
20200726,2020-07-26,Sunday,26,208,31,Jul,7,3
20200727,2020-07-27,Monday,27,209,31,Jul,7,3
20200728,2020-07-28,Tuesday,28,210,31,Jul,7,3
20200729,2020-07-29,Wednesday,29,211,31,Jul,7,3
20200730,2020-07-30,Thursday,30,212,31,Jul,7,3
20200731,2020-07-31,Friday,31,213,31,Jul,7,3
20200801,2020-08-01,Saturday,1,214,31,Aug,8,3
20200802,2020-08-02,Sunday,2,215,32,Aug,8,3
20200803,2020-08-03,Monday,3,216,32,Aug,8,3
20200804,2020-08-04,Tuesday,4,217,32,Aug,8,3
20200805,2020-08-05,Wednesday,5,218,32,Aug,8,3
20200806,2020-08-06,Thursday,6,219,32,Aug,8,3
20200807,2020-08-07,Friday,7,220,32,Aug,8,3
20200808,2020-08-08,Saturday,8,221,32,Aug,8,3
20200809,2020-08-09,Sunday,9,222,33,Aug,8,3
20200810,2020-08-10,Monday,10,223,33,Aug,8,3
20200811,2020-08-11,Tuesday,11,224,33,Aug,8,3
20200812,2020-08-12,Wednesday,12,225,33,Aug,8,3
20200813,2020-08-13,Thursday,13,226,33,Aug,8,3
20200814,2020-08-14,Friday,14,227,33,Aug,8,3
20200815,2020-08-15,Saturday,15,228,33,Aug,8,3
20200816,2020-08-16,Sunday,16,229,34,Aug,8,3
20200817,2020-08-17,Monday,17,230,34,Aug,8,3
20200818,2020-08-18,Tuesday,18,231,34,Aug,8,3
20200819,2020-08-19,Wednesday,19,232,34,Aug,8,3
20200820,2020-08-20,Thursday,20,233,34,Aug,8,3
20200821,2020-08-21,Friday,21,234,34,Aug,8,3
20200822,2020-08-22,Saturday,22,235,34,Aug,8,3
20200823,2020-08-23,Sunday,23,236,35,Aug,8,3
20200824,2020-08-24,Monday,24,237,35,Aug,8,3
20200825,2020-08-25,Tuesday,25,238,35,Aug,8,3
20200826,2020-08-26,Wednesday,26,239,35,Aug,8,3
20200827,2020-08-27,Thursday,27,240,35,Aug,8,3
20200828,2020-08-28,Friday,28,241,35,Aug,8,3
20200829,2020-08-29,Saturday,29,242,35,Aug,8,3
20200830,2020-08-30,Sunday,30,243,36,Aug,8,3
20200831,2020-08-31,Monday,31,244,36,Aug,8,3
20200901,2020-09-01,Tuesday,1,245,36,Sep,9,3
20200902,2020-09-02,Wednesday,2,246,36,Sep,9,3
20200903,2020-09-03,Thursday,3,247,36,Sep,9,3
20200904,2020-09-04,Friday,4,248,36,Sep,9,3
20200905,2020-09-05,Saturday,5,249,36,Sep,9,3
20200906,2020-09-06,Sunday,6,250,37,Sep,9,3
20200907,2020-09-07,Monday,7,251,37,Sep,9,3
20200908,2020-09-08,Tuesday,8,252,37,Sep,9,3
20200909,2020-09-09,Wednesday,9,253,37,Sep,9,3
20200910,2020-09-10,Thursday,10,254,37,Sep,9,3
20200911,2020-09-11,Friday,11,255,37,Sep,9,3
20200912,2020-09-12,Saturday,12,256,37,Sep,9,3
20200913,2020-09-13,Sunday,13,257,38,Sep,9,3
20200914,2020-09-14,Monday,14,258,38,Sep,9,3
20200915,2020-09-15,Tuesday,15,259,38,Sep,9,3
20200916,2020-09-16,Wednesday,16,260,38,Sep,9,3
20200917,2020-09-17,Thursday,17,261,38,Sep,9,3
20200918,2020-09-18,Friday,18,262,38,Sep,9,3
20200919,2020-09-19,Saturday,19,263,38,Sep,9,3
20200920,2020-09-20,Sunday,20,264,39,Sep,9,3
20200921,2020-09-21,Monday,21,265,39,Sep,9,3
20200922,2020-09-22,Tuesday,22,266,39,Sep,9,3
20200923,2020-09-23,Wednesday,23,267,39,Sep,9,3
20200924,2020-09-24,Thursday,24,268,39,Sep,9,3
20200925,2020-09-25,Friday,25,269,39,Sep,9,3
20200926,2020-09-26,Saturday,26,270,39,Sep,9,3
20200927,2020-09-27,Sunday,27,271,40,Sep,9,3
20200928,2020-09-28,Monday,28,272,40,Sep,9,3
20200929,2020-09-29,Tuesday,29,273,40,Sep,9,3
20200930,2020-09-30,Wednesday,30,274,40,Sep,9,3
20201001,2020-10-01,Thursday,1,275,40,Oct,10,4
20201002,2020-10-02,Friday,2,276,40,Oct,10,4
20201003,2020-10-03,Saturday,3,277,40,Oct,10,4
20201004,2020-10-04,Sunday,4,278,41,Oct,10,4
20201005,2020-10-05,Monday,5,279,41,Oct,10,4
20201006,2020-10-06,Tuesday,6,280,41,Oct,10,4
20201007,2020-10-07,Wednesday,7,281,41,Oct,10,4
20201008,2020-10-08,Thursday,8,282,41,Oct,10,4
20201009,2020-10-09,Friday,9,283,41,Oct,10,4
20201010,2020-10-10,Saturday,10,284,41,Oct,10,4
20201011,2020-10-11,Sunday,11,285,42,Oct,10,4
20201012,2020-10-12,Monday,12,286,42,Oct,10,4
20201013,2020-10-13,Tuesday,13,287,42,Oct,10,4
20201014,2020-10-14,Wednesday,14,288,42,Oct,10,4
20201015,2020-10-15,Thursday,15,289,42,Oct,10,4
20201016,2020-10-16,Friday,16,290,42,Oct,10,4
20201017,2020-10-17,Saturday,17,291,42,Oct,10,4
20201018,2020-10-18,Sunday,18,292,43,Oct,10,4
20201019,2020-10-19,Monday,19,293,43,Oct,10,4
20201020,2020-10-20,Tuesday,20,294,43,Oct,10,4
20201021,2020-10-21,Wednesday,21,295,43,Oct,10,4
20201022,2020-10-22,Thursday,22,296,43,Oct,10,4
20201023,2020-10-23,Friday,23,297,43,Oct,10,4
20201024,2020-10-24,Saturday,24,298,43,Oct,10,4
20201025,2020-10-25,Sunday,25,299,44,Oct,10,4
20201026,2020-10-26,Monday,26,300,44,Oct,10,4
20201027,2020-10-27,Tuesday,27,301,44,Oct,10,4
20201028,2020-10-28,Wednesday,28,302,44,Oct,10,4
20201029,2020-10-29,Thursday,29,303,44,Oct,10,4
20201030,2020-10-30,Friday,30,304,44,Oct,10,4
20201031,2020-10-31,Saturday,31,305,44,Oct,10,4
20201101,2020-11-01,Sunday,1,306,45,Nov,11,4
20201102,2020-11-02,Monday,2,307,45,Nov,11,4
20201103,2020-11-03,Tuesday,3,308,45,Nov,11,4
20201104,2020-11-04,Wednesday,4,309,45,Nov,11,4
20201105,2020-11-05,Thursday,5,310,45,Nov,11,4
20201106,2020-11-06,Friday,6,311,45,Nov,11,4
20201107,2020-11-07,Saturday,7,312,45,Nov,11,4
20201108,2020-11-08,Sunday,8,313,46,Nov,11,4
20201109,2020-11-09,Monday,9,314,46,Nov,11,4
20201110,2020-11-10,Tuesday,10,315,46,Nov,11,4
20201111,2020-11-11,Wednesday,11,316,46,Nov,11,4
20201112,2020-11-12,Thursday,12,317,46,Nov,11,4
20201113,2020-11-13,Friday,13,318,46,Nov,11,4
20201114,2020-11-14,Saturday,14,319,46,Nov,11,4
20201115,2020-11-15,Sunday,15,320,47,Nov,11,4
20201116,2020-11-16,Monday,16,321,47,Nov,11,4
20201117,2020-11-17,Tuesday,17,322,47,Nov,11,4
20201118,2020-11-18,Wednesday,18,323,47,Nov,11,4
20201119,2020-11-19,Thursday,19,324,47,Nov,11,4
20201120,2020-11-20,Friday,20,325,47,Nov,11,4
20201121,2020-11-21,Saturday,21,326,47,Nov,11,4
20201122,2020-11-22,Sunday,22,327,48,Nov,11,4
20201123,2020-11-23,Monday,23,328,48,Nov,11,4
20201124,2020-11-24,Tuesday,24,329,48,Nov,11,4
20201125,2020-11-25,Wednesday,25,330,48,Nov,11,4
20201126,2020-11-26,Thursday,26,331,48,Nov,11,4
20201127,2020-11-27,Friday,27,332,48,Nov,11,4
20201128,2020-11-28,Saturday,28,333,48,Nov,11,4
20201129,2020-11-29,Sunday,29,334,49,Nov,11,4
20201130,2020-11-30,Monday,30,335,49,Nov,11,4
20201201,2020-12-01,Tuesday,1,336,49,Dec,12,4
20201202,2020-12-02,Wednesday,2,337,49,Dec,12,4
20201203,2020-12-03,Thursday,3,338,49,Dec,12,4
20201204,2020-12-04,Friday,4,339,49,Dec,12,4
20201205,2020-12-05,Saturday,5,340,49,Dec,12,4
20201206,2020-12-06,Sunday,6,341,50,Dec,12,4
20201207,2020-12-07,Monday,7,342,50,Dec,12,4
20201208,2020-12-08,Tuesday,8,343,50,Dec,12,4
20201209,2020-12-09,Wednesday,9,344,50,Dec,12,4
20201210,2020-12-10,Thursday,10,345,50,Dec,12,4
20201211,2020-12-11,Friday,11,346,50,Dec,12,4
20201212,2020-12-12,Saturday,12,347,50,Dec,12,4
20201213,2020-12-13,Sunday,13,348,51,Dec,12,4
20201214,2020-12-14,Monday,14,349,51,Dec,12,4
20201215,2020-12-15,Tuesday,15,350,51,Dec,12,4
20201216,2020-12-16,Wednesday,16,351,51,Dec,12,4
20201217,2020-12-17,Thursday,17,352,51,Dec,12,4
20201218,2020-12-18,Friday,18,353,51,Dec,12,4
20201219,2020-12-19,Saturday,19,354,51,Dec,12,4
20201220,2020-12-20,Sunday,20,355,52,Dec,12,4
20201221,2020-12-21,Monday,21,356,52,Dec,12,4
20201222,2020-12-22,Tuesday,22,357,52,Dec,12,4
20201223,2020-12-23,Wednesday,23,358,52,Dec,12,4
20201224,2020-12-24,Thursday,24,359,52,Dec,12,4
20201225,2020-12-25,Friday,25,360,52,Dec,12,4
20201226,2020-12-26,Saturday,26,361,52,Dec,12,4
20201227,2020-12-27,Sunday,27,362,53,Dec,12,4
20201228,2020-12-28,Monday,28,363,53,Dec,12,4
20201229,2020-12-29,Tuesday,29,364,53,Dec,12,4
20201230,2020-12-30,Wednesday,30,365,53,Dec,12,4
20201231,2020-12-31,Thursday,31,366,53,Dec,12,4
20210101,2021-01-01,Friday,1,1,1,Jan,1,1
20210102,2021-01-02,Saturday,2,2,1,Jan,1,1
20210103,2021-01-03,Sunday,3,3,2,Jan,1,1
20210104,2021-01-04,Monday,4,4,2,Jan,1,1
20210105,2021-01-05,Tuesday,5,5,2,Jan,1,1
20210106,2021-01-06,Wednesday,6,6,2,Jan,1,1
20210107,2021-01-07,Thursday,7,7,2,Jan,1,1
20210108,2021-01-08,Friday,8,8,2,Jan,1,1
20210109,2021-01-09,Saturday,9,9,2,Jan,1,1
20210110,2021-01-10,Sunday,10,10,3,Jan,1,1
20210111,2021-01-11,Monday,11,11,3,Jan,1,1
20210112,2021-01-12,Tuesday,12,12,3,Jan,1,1
20210113,2021-01-13,Wednesday,13,13,3,Jan,1,1
20210114,2021-01-14,Thursday,14,14,3,Jan,1,1
20210115,2021-01-15,Friday,15,15,3,Jan,1,1
20210116,2021-01-16,Saturday,16,16,3,Jan,1,1
20210117,2021-01-17,Sunday,17,17,4,Jan,1,1
20210118,2021-01-18,Monday,18,18,4,Jan,1,1
20210119,2021-01-19,Tuesday,19,19,4,Jan,1,1
20210120,2021-01-20,Wednesday,20,20,4,Jan,1,1
20210121,2021-01-21,Thursday,21,21,4,Jan,1,1
20210122,2021-01-22,Friday,22,22,4,Jan,1,1
20210123,2021-01-23,Saturday,23,23,4,Jan,1,1
20210124,2021-01-24,Sunday,24,24,5,Jan,1,1
20210125,2021-01-25,Monday,25,25,5,Jan,1,1
20210126,2021-01-26,Tuesday,26,26,5,Jan,1,1
20210127,2021-01-27,Wednesday,27,27,5,Jan,1,1
20210128,2021-01-28,Thursday,28,28,5,Jan,1,1
20210129,2021-01-29,Friday,29,29,5,Jan,1,1
20210130,2021-01-30,Saturday,30,30,5,Jan,1,1
20210131,2021-01-31,Sunday,31,31,6,Jan,1,1
20210201,2021-02-01,Monday,1,32,6,Feb,2,1
20210202,2021-02-02,Tuesday,2,33,6,Feb,2,1
20210203,2021-02-03,Wednesday,3,34,6,Feb,2,1
20210204,2021-02-04,Thursday,4,35,6,Feb,2,1
20210205,2021-02-05,Friday,5,36,6,Feb,2,1
20210206,2021-02-06,Saturday,6,37,6,Feb,2,1
20210207,2021-02-07,Sunday,7,38,7,Feb,2,1
20210208,2021-02-08,Monday,8,39,7,Feb,2,1
20210209,2021-02-09,Tuesday,9,40,7,Feb,2,1
20210210,2021-02-10,Wednesday,10,41,7,Feb,2,1
20210211,2021-02-11,Thursday,11,42,7,Feb,2,1
20210212,2021-02-12,Friday,12,43,7,Feb,2,1
20210213,2021-02-13,Saturday,13,44,7,Feb,2,1
20210214,2021-02-14,Sunday,14,45,8,Feb,2,1
20210215,2021-02-15,Monday,15,46,8,Feb,2,1
20210216,2021-02-16,Tuesday,16,47,8,Feb,2,1
20210217,2021-02-17,Wednesday,17,48,8,Feb,2,1
20210218,2021-02-18,Thursday,18,49,8,Feb,2,1
20210219,2021-02-19,Friday,19,50,8,Feb,2,1
20210220,2021-02-20,Saturday,20,51,8,Feb,2,1
20210221,2021-02-21,Sunday,21,52,9,Feb,2,1
20210222,2021-02-22,Monday,22,53,9,Feb,2,1
20210223,2021-02-23,Tuesday,23,54,9,Feb,2,1
20210224,2021-02-24,Wednesday,24,55,9,Feb,2,1
20210225,2021-02-25,Thursday,25,56,9,Feb,2,1
20210226,2021-02-26,Friday,26,57,9,Feb,2,1
20210227,2021-02-27,Saturday,27,58,9,Feb,2,1
20210228,2021-02-28,Sunday,28,59,10,Feb,2,1
20210301,2021-03-01,Monday,1,60,10,Mar,3,1
20210302,2021-03-02,Tuesday,2,61,10,Mar,3,1
20210303,2021-03-03,Wednesday,3,62,10,Mar,3,1
20210304,2021-03-04,Thursday,4,63,10,Mar,3,1
20210305,2021-03-05,Friday,5,64,10,Mar,3,1
20210306,2021-03-06,Saturday,6,65,10,Mar,3,1
20210307,2021-03-07,Sunday,7,66,11,Mar,3,1
20210308,2021-03-08,Monday,8,67,11,Mar,3,1
20210309,2021-03-09,Tuesday,9,68,11,Mar,3,1
20210310,2021-03-10,Wednesday,10,69,11,Mar,3,1
20210311,2021-03-11,Thursday,11,70,11,Mar,3,1
20210312,2021-03-12,Friday,12,71,11,Mar,3,1
20210313,2021-03-13,Saturday,13,72,11,Mar,3,1
20210314,2021-03-14,Sunday,14,73,12,Mar,3,1
20210315,2021-03-15,Monday,15,74,12,Mar,3,1
20210316,2021-03-16,Tuesday,16,75,12,Mar,3,1
20210317,2021-03-17,Wednesday,17,76,12,Mar,3,1
20210318,2021-03-18,Thursday,18,77,12,Mar,3,1
20210319,2021-03-19,Friday,19,78,12,Mar,3,1
20210320,2021-03-20,Saturday,20,79,12,Mar,3,1
20210321,2021-03-21,Sunday,21,80,13,Mar,3,1
20210322,2021-03-22,Monday,22,81,13,Mar,3,1
20210323,2021-03-23,Tuesday,23,82,13,Mar,3,1
20210324,2021-03-24,Wednesday,24,83,13,Mar,3,1
20210325,2021-03-25,Thursday,25,84,13,Mar,3,1
20210326,2021-03-26,Friday,26,85,13,Mar,3,1
20210327,2021-03-27,Saturday,27,86,13,Mar,3,1
20210328,2021-03-28,Sunday,28,87,14,Mar,3,1
20210329,2021-03-29,Monday,29,88,14,Mar,3,1
20210330,2021-03-30,Tuesday,30,89,14,Mar,3,1
20210331,2021-03-31,Wednesday,31,90,14,Mar,3,1
20210401,2021-04-01,Thursday,1,91,14,Apr,4,2
20210402,2021-04-02,Friday,2,92,14,Apr,4,2
20210403,2021-04-03,Saturday,3,93,14,Apr,4,2
20210404,2021-04-04,Sunday,4,94,15,Apr,4,2
20210405,2021-04-05,Monday,5,95,15,Apr,4,2
20210406,2021-04-06,Tuesday,6,96,15,Apr,4,2
20210407,2021-04-07,Wednesday,7,97,15,Apr,4,2
20210408,2021-04-08,Thursday,8,98,15,Apr,4,2
20210409,2021-04-09,Friday,9,99,15,Apr,4,2
20210410,2021-04-10,Saturday,10,100,15,Apr,4,2
20210411,2021-04-11,Sunday,11,101,16,Apr,4,2
20210412,2021-04-12,Monday,12,102,16,Apr,4,2
20210413,2021-04-13,Tuesday,13,103,16,Apr,4,2
20210414,2021-04-14,Wednesday,14,104,16,Apr,4,2
20210415,2021-04-15,Thursday,15,105,16,Apr,4,2
20210416,2021-04-16,Friday,16,106,16,Apr,4,2
20210417,2021-04-17,Saturday,17,107,16,Apr,4,2
20210418,2021-04-18,Sunday,18,108,17,Apr,4,2
20210419,2021-04-19,Monday,19,109,17,Apr,4,2
20210420,2021-04-20,Tuesday,20,110,17,Apr,4,2
20210421,2021-04-21,Wednesday,21,111,17,Apr,4,2
20210422,2021-04-22,Thursday,22,112,17,Apr,4,2
20210423,2021-04-23,Friday,23,113,17,Apr,4,2
20210424,2021-04-24,Saturday,24,114,17,Apr,4,2
20210425,2021-04-25,Sunday,25,115,18,Apr,4,2
20210426,2021-04-26,Monday,26,116,18,Apr,4,2
20210427,2021-04-27,Tuesday,27,117,18,Apr,4,2
20210428,2021-04-28,Wednesday,28,118,18,Apr,4,2
20210429,2021-04-29,Thursday,29,119,18,Apr,4,2
20210430,2021-04-30,Friday,30,120,18,Apr,4,2
20210501,2021-05-01,Saturday,1,121,18,May,5,2
20210502,2021-05-02,Sunday,2,122,19,May,5,2
20210503,2021-05-03,Monday,3,123,19,May,5,2
20210504,2021-05-04,Tuesday,4,124,19,May,5,2
20210505,2021-05-05,Wednesday,5,125,19,May,5,2
20210506,2021-05-06,Thursday,6,126,19,May,5,2
20210507,2021-05-07,Friday,7,127,19,May,5,2
20210508,2021-05-08,Saturday,8,128,19,May,5,2
20210509,2021-05-09,Sunday,9,129,20,May,5,2
20210510,2021-05-10,Monday,10,130,20,May,5,2
20210511,2021-05-11,Tuesday,11,131,20,May,5,2
20210512,2021-05-12,Wednesday,12,132,20,May,5,2
20210513,2021-05-13,Thursday,13,133,20,May,5,2
20210514,2021-05-14,Friday,14,134,20,May,5,2
20210515,2021-05-15,Saturday,15,135,20,May,5,2
20210516,2021-05-16,Sunday,16,136,21,May,5,2
20210517,2021-05-17,Monday,17,137,21,May,5,2
20210518,2021-05-18,Tuesday,18,138,21,May,5,2
20210519,2021-05-19,Wednesday,19,139,21,May,5,2
20210520,2021-05-20,Thursday,20,140,21,May,5,2
20210521,2021-05-21,Friday,21,141,21,May,5,2
20210522,2021-05-22,Saturday,22,142,21,May,5,2
20210523,2021-05-23,Sunday,23,143,22,May,5,2
20210524,2021-05-24,Monday,24,144,22,May,5,2
20210525,2021-05-25,Tuesday,25,145,22,May,5,2
20210526,2021-05-26,Wednesday,26,146,22,May,5,2
20210527,2021-05-27,Thursday,27,147,22,May,5,2
20210528,2021-05-28,Friday,28,148,22,May,5,2
20210529,2021-05-29,Saturday,29,149,22,May,5,2
20210530,2021-05-30,Sunday,30,150,23,May,5,2
20210531,2021-05-31,Monday,31,151,23,May,5,2
20210601,2021-06-01,Tuesday,1,152,23,Jun,6,2
20210602,2021-06-02,Wednesday,2,153,23,Jun,6,2
20210603,2021-06-03,Thursday,3,154,23,Jun,6,2
20210604,2021-06-04,Friday,4,155,23,Jun,6,2
20210605,2021-06-05,Saturday,5,156,23,Jun,6,2
20210606,2021-06-06,Sunday,6,157,24,Jun,6,2
20210607,2021-06-07,Monday,7,158,24,Jun,6,2
20210608,2021-06-08,Tuesday,8,159,24,Jun,6,2
20210609,2021-06-09,Wednesday,9,160,24,Jun,6,2
20210610,2021-06-10,Thursday,10,161,24,Jun,6,2
20210611,2021-06-11,Friday,11,162,24,Jun,6,2
20210612,2021-06-12,Saturday,12,163,24,Jun,6,2
20210613,2021-06-13,Sunday,13,164,25,Jun,6,2
20210614,2021-06-14,Monday,14,165,25,Jun,6,2
20210615,2021-06-15,Tuesday,15,166,25,Jun,6,2
20210616,2021-06-16,Wednesday,16,167,25,Jun,6,2
20210617,2021-06-17,Thursday,17,168,25,Jun,6,2
20210618,2021-06-18,Friday,18,169,25,Jun,6,2
20210619,2021-06-19,Saturday,19,170,25,Jun,6,2
20210620,2021-06-20,Sunday,20,171,26,Jun,6,2
20210621,2021-06-21,Monday,21,172,26,Jun,6,2
20210622,2021-06-22,Tuesday,22,173,26,Jun,6,2
20210623,2021-06-23,Wednesday,23,174,26,Jun,6,2
20210624,2021-06-24,Thursday,24,175,26,Jun,6,2
20210625,2021-06-25,Friday,25,176,26,Jun,6,2
20210626,2021-06-26,Saturday,26,177,26,Jun,6,2
20210627,2021-06-27,Sunday,27,178,27,Jun,6,2
20210628,2021-06-28,Monday,28,179,27,Jun,6,2
20210629,2021-06-29,Tuesday,29,180,27,Jun,6,2
20210630,2021-06-30,Wednesday,30,181,27,Jun,6,2
20210701,2021-07-01,Thursday,1,182,27,Jul,7,3
20210702,2021-07-02,Friday,2,183,27,Jul,7,3
20210703,2021-07-03,Saturday,3,184,27,Jul,7,3
20210704,2021-07-04,Sunday,4,185,28,Jul,7,3
20210705,2021-07-05,Monday,5,186,28,Jul,7,3
20210706,2021-07-06,Tuesday,6,187,28,Jul,7,3
20210707,2021-07-07,Wednesday,7,188,28,Jul,7,3
20210708,2021-07-08,Thursday,8,189,28,Jul,7,3
20210709,2021-07-09,Friday,9,190,28,Jul,7,3
20210710,2021-07-10,Saturday,10,191,28,Jul,7,3
20210711,2021-07-11,Sunday,11,192,29,Jul,7,3
20210712,2021-07-12,Monday,12,193,29,Jul,7,3
20210713,2021-07-13,Tuesday,13,194,29,Jul,7,3
20210714,2021-07-14,Wednesday,14,195,29,Jul,7,3
20210715,2021-07-15,Thursday,15,196,29,Jul,7,3
20210716,2021-07-16,Friday,16,197,29,Jul,7,3
20210717,2021-07-17,Saturday,17,198,29,Jul,7,3
20210718,2021-07-18,Sunday,18,199,30,Jul,7,3
20210719,2021-07-19,Monday,19,200,30,Jul,7,3
20210720,2021-07-20,Tuesday,20,201,30,Jul,7,3
20210721,2021-07-21,Wednesday,21,202,30,Jul,7,3
20210722,2021-07-22,Thursday,22,203,30,Jul,7,3
20210723,2021-07-23,Friday,23,204,30,Jul,7,3
20210724,2021-07-24,Saturday,24,205,30,Jul,7,3
20210725,2021-07-25,Sunday,25,206,31,Jul,7,3
20210726,2021-07-26,Monday,26,207,31,Jul,7,3
20210727,2021-07-27,Tuesday,27,208,31,Jul,7,3
20210728,2021-07-28,Wednesday,28,209,31,Jul,7,3
20210729,2021-07-29,Thursday,29,210,31,Jul,7,3
20210730,2021-07-30,Friday,30,211,31,Jul,7,3
20210731,2021-07-31,Saturday,31,212,31,Jul,7,3
20210801,2021-08-01,Sunday,1,213,32,Aug,8,3
20210802,2021-08-02,Monday,2,214,32,Aug,8,3
20210803,2021-08-03,Tuesday,3,215,32,Aug,8,3
20210804,2021-08-04,Wednesday,4,216,32,Aug,8,3
20210805,2021-08-05,Thursday,5,217,32,Aug,8,3
20210806,2021-08-06,Friday,6,218,32,Aug,8,3
20210807,2021-08-07,Saturday,7,219,32,Aug,8,3
20210808,2021-08-08,Sunday,8,220,33,Aug,8,3
20210809,2021-08-09,Monday,9,221,33,Aug,8,3
20210810,2021-08-10,Tuesday,10,222,33,Aug,8,3
20210811,2021-08-11,Wednesday,11,223,33,Aug,8,3
20210812,2021-08-12,Thursday,12,224,33,Aug,8,3
20210813,2021-08-13,Friday,13,225,33,Aug,8,3
20210814,2021-08-14,Saturday,14,226,33,Aug,8,3
20210815,2021-08-15,Sunday,15,227,34,Aug,8,3
20210816,2021-08-16,Monday,16,228,34,Aug,8,3
20210817,2021-08-17,Tuesday,17,229,34,Aug,8,3
20210818,2021-08-18,Wednesday,18,230,34,Aug,8,3
20210819,2021-08-19,Thursday,19,231,34,Aug,8,3
20210820,2021-08-20,Friday,20,232,34,Aug,8,3
20210821,2021-08-21,Saturday,21,233,34,Aug,8,3
20210822,2021-08-22,Sunday,22,234,35,Aug,8,3
20210823,2021-08-23,Monday,23,235,35,Aug,8,3
20210824,2021-08-24,Tuesday,24,236,35,Aug,8,3
20210825,2021-08-25,Wednesday,25,237,35,Aug,8,3
20210826,2021-08-26,Thursday,26,238,35,Aug,8,3
20210827,2021-08-27,Friday,27,239,35,Aug,8,3
20210828,2021-08-28,Saturday,28,240,35,Aug,8,3
20210829,2021-08-29,Sunday,29,241,36,Aug,8,3
20210830,2021-08-30,Monday,30,242,36,Aug,8,3
20210831,2021-08-31,Tuesday,31,243,36,Aug,8,3
20210901,2021-09-01,Wednesday,1,244,36,Sep,9,3
20210902,2021-09-02,Thursday,2,245,36,Sep,9,3
20210903,2021-09-03,Friday,3,246,36,Sep,9,3
20210904,2021-09-04,Saturday,4,247,36,Sep,9,3
20210905,2021-09-05,Sunday,5,248,37,Sep,9,3
20210906,2021-09-06,Monday,6,249,37,Sep,9,3
20210907,2021-09-07,Tuesday,7,250,37,Sep,9,3
20210908,2021-09-08,Wednesday,8,251,37,Sep,9,3
20210909,2021-09-09,Thursday,9,252,37,Sep,9,3
20210910,2021-09-10,Friday,10,253,37,Sep,9,3
20210911,2021-09-11,Saturday,11,254,37,Sep,9,3
20210912,2021-09-12,Sunday,12,255,38,Sep,9,3
20210913,2021-09-13,Monday,13,256,38,Sep,9,3
20210914,2021-09-14,Tuesday,14,257,38,Sep,9,3
20210915,2021-09-15,Wednesday,15,258,38,Sep,9,3
20210916,2021-09-16,Thursday,16,259,38,Sep,9,3
20210917,2021-09-17,Friday,17,260,38,Sep,9,3
20210918,2021-09-18,Saturday,18,261,38,Sep,9,3
20210919,2021-09-19,Sunday,19,262,39,Sep,9,3
20210920,2021-09-20,Monday,20,263,39,Sep,9,3
20210921,2021-09-21,Tuesday,21,264,39,Sep,9,3
20210922,2021-09-22,Wednesday,22,265,39,Sep,9,3
20210923,2021-09-23,Thursday,23,266,39,Sep,9,3
20210924,2021-09-24,Friday,24,267,39,Sep,9,3
20210925,2021-09-25,Saturday,25,268,39,Sep,9,3
20210926,2021-09-26,Sunday,26,269,40,Sep,9,3
20210927,2021-09-27,Monday,27,270,40,Sep,9,3
20210928,2021-09-28,Tuesday,28,271,40,Sep,9,3
20210929,2021-09-29,Wednesday,29,272,40,Sep,9,3
20210930,2021-09-30,Thursday,30,273,40,Sep,9,3
20211001,2021-10-01,Friday,1,274,40,Oct,10,4
20211002,2021-10-02,Saturday,2,275,40,Oct,10,4
20211003,2021-10-03,Sunday,3,276,41,Oct,10,4
20211004,2021-10-04,Monday,4,277,41,Oct,10,4
20211005,2021-10-05,Tuesday,5,278,41,Oct,10,4
20211006,2021-10-06,Wednesday,6,279,41,Oct,10,4
20211007,2021-10-07,Thursday,7,280,41,Oct,10,4
20211008,2021-10-08,Friday,8,281,41,Oct,10,4
20211009,2021-10-09,Saturday,9,282,41,Oct,10,4
20211010,2021-10-10,Sunday,10,283,42,Oct,10,4
20211011,2021-10-11,Monday,11,284,42,Oct,10,4
20211012,2021-10-12,Tuesday,12,285,42,Oct,10,4
20211013,2021-10-13,Wednesday,13,286,42,Oct,10,4
20211014,2021-10-14,Thursday,14,287,42,Oct,10,4
20211015,2021-10-15,Friday,15,288,42,Oct,10,4
20211016,2021-10-16,Saturday,16,289,42,Oct,10,4
20211017,2021-10-17,Sunday,17,290,43,Oct,10,4
20211018,2021-10-18,Monday,18,291,43,Oct,10,4
20211019,2021-10-19,Tuesday,19,292,43,Oct,10,4
20211020,2021-10-20,Wednesday,20,293,43,Oct,10,4
20211021,2021-10-21,Thursday,21,294,43,Oct,10,4
20211022,2021-10-22,Friday,22,295,43,Oct,10,4
20211023,2021-10-23,Saturday,23,296,43,Oct,10,4
20211024,2021-10-24,Sunday,24,297,44,Oct,10,4
20211025,2021-10-25,Monday,25,298,44,Oct,10,4
20211026,2021-10-26,Tuesday,26,299,44,Oct,10,4
20211027,2021-10-27,Wednesday,27,300,44,Oct,10,4
20211028,2021-10-28,Thursday,28,301,44,Oct,10,4
20211029,2021-10-29,Friday,29,302,44,Oct,10,4
20211030,2021-10-30,Saturday,30,303,44,Oct,10,4
20211031,2021-10-31,Sunday,31,304,45,Oct,10,4
20211101,2021-11-01,Monday,1,305,45,Nov,11,4
